City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Severo-Kurilsk,RU,50.6789,156.125,51.15,96,81,11.97,broken clouds
1,Lang Son,VN,21.8333,106.7333,75.15,94,100,1.48,overcast clouds
2,Port Alfred,ZA,-33.5906,26.891,61.21,65,0,12.91,clear sky
3,Saint George,US,37.1041,-113.5841,92.62,36,99,8.52,overcast clouds
4,Hilo,US,19.7297,-155.09,77.61,85,82,1.01,light rain
5,Busselton,AU,-33.65,115.3333,48.09,78,83,7.99,broken clouds
6,Upernavik,GL,72.7868,-56.1549,39.43,82,74,15.82,broken clouds
7,Hobart,AU,-42.8794,147.3294,49.86,81,100,5.01,overcast clouds
8,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.44,50,0,0.0,clear sky
9,Monrovia,LR,6.3005,-10.7969,76.77,86,100,11.23,light rain
10,Chokurdakh,RU,70.6333,147.9167,42.33,71,13,8.79,few clouds
11,Isabela,PH,6.7085,121.9711,77.05,85,100,3.4,overcast clouds
12,Hermanus,ZA,-34.4187,19.2345,58.87,66,13,2.35,few clouds
13,Sitka,US,57.0531,-135.33,58.06,92,100,3.31,light rain
14,Nanortalik,GL,60.1432,-45.2371,46.94,97,100,7.43,overcast clouds
15,Punta Arenas,CL,-53.15,-70.9167,42.91,81,0,9.22,clear sky
16,Saint-Augustin,CA,51.226,-58.6502,80.8,29,0,11.41,clear sky
17,Kamariotissa,GR,40.4833,25.4667,86.02,76,0,1.92,clear sky
18,Antofagasta,CL,-23.65,-70.4,66.22,56,23,3.58,few clouds
19,Castrillon,ES,43.3979,-6.7922,79.21,76,0,3.83,clear sky
20,Hofn,IS,64.2539,-15.2082,53.8,83,34,13.44,scattered clouds
21,Marovoay,MG,-16.1,46.6333,75.34,56,51,0.29,broken clouds
22,Rio Grande,BR,-32.035,-52.0986,48.31,70,100,34.07,moderate rain
23,Cape Town,ZA,-33.9258,18.4232,61.21,66,0,8.05,clear sky
24,Ushuaia,AR,-54.8,-68.3,38.86,87,90,9.22,light intensity drizzle
25,Gimli,CA,50.6336,-96.9907,82.42,51,13,12.66,few clouds
26,Saint-Philippe,RE,-21.3585,55.7679,69.39,83,83,13.58,light rain
27,Ribeira Grande,PT,38.5167,-28.7,72.0,68,40,13.8,scattered clouds
28,Kaitong,CN,44.8135,123.15,75.87,79,6,13.13,clear sky
29,Beringovskiy,RU,63.05,179.3167,48.16,95,100,10.98,overcast clouds
30,Iralaya,HN,15.0,-83.2333,78.89,77,51,12.03,broken clouds
31,Nichinan,JP,31.6,131.3667,76.21,92,100,7.52,overcast clouds
32,Inhambane,MZ,-23.865,35.3833,62.58,100,75,11.5,drizzle
33,Longyearbyen,SJ,78.2186,15.6401,40.84,93,90,6.91,light rain
34,Thompson,CA,55.7435,-97.8558,50.16,100,90,9.22,overcast clouds
35,Vaini,TO,-21.2,-175.2,73.56,94,20,5.75,few clouds
36,Zhigansk,RU,66.7697,123.3711,54.18,56,100,8.97,overcast clouds
37,Villa Carlos Paz,AR,-31.4241,-64.4978,59.05,25,100,4.0,overcast clouds
38,Saskylakh,RU,71.9167,114.0833,55.2,85,100,1.21,light rain
39,Faanui,PF,-16.4833,-151.75,77.22,77,100,21.27,light rain
40,Mahebourg,MU,-20.4081,57.7,71.26,73,40,11.5,scattered clouds
41,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,83,75,10.36,broken clouds
42,Yellowknife,CA,62.456,-114.3525,65.28,55,20,3.0,few clouds
43,Kwinana,AU,-32.25,115.7667,53.82,69,74,7.81,broken clouds
44,Kapaa,US,22.0752,-159.319,81.12,80,41,5.01,light rain
45,Kloulklubed,PW,7.0419,134.2556,79.07,84,100,10.2,very heavy rain
46,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,3.44,scattered clouds
47,Kompaniyivka,UA,48.2511,32.208,76.41,59,0,6.53,clear sky
48,Poplar Bluff,US,36.757,-90.3929,77.74,78,88,1.01,overcast clouds
49,Lander,US,42.833,-108.7307,94.1,28,39,5.48,scattered clouds
50,Torbay,CA,47.6666,-52.7314,80.89,57,20,20.71,few clouds
51,Avarua,CK,-21.2078,-159.775,77.05,78,75,6.91,broken clouds
52,Flinders,AU,-34.5833,150.8552,49.05,80,100,1.99,overcast clouds
53,Petropavlovskoye,RU,52.0712,84.107,58.24,81,36,5.59,scattered clouds
54,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,4.61,broken clouds
55,Nemencine,LT,54.85,25.4833,77.52,89,98,7.49,overcast clouds
56,Georgetown,MY,5.4112,100.3354,81.95,90,20,2.3,few clouds
57,Isangel,VU,-19.55,169.2667,74.41,86,7,4.43,clear sky
58,Callaguip,PH,18.0714,120.4867,77.02,100,90,3.44,moderate rain
59,Bansdih,IN,25.8833,84.2167,81.45,82,100,1.9,overcast clouds
60,Tasiilaq,GL,65.6145,-37.6368,41.52,81,77,0.83,broken clouds
61,Abu Kamal,SY,34.4506,40.9171,100.98,14,0,7.09,clear sky
62,Geraldton,AU,-28.7667,114.6,55.81,94,100,9.22,overcast clouds
63,Bakchar,RU,57.0186,82.0711,51.51,96,7,3.09,clear sky
64,High Level,CA,58.5169,-117.136,57.31,72,75,10.36,broken clouds
65,Dikson,RU,73.5069,80.5464,35.56,89,30,6.6,scattered clouds
66,Talnakh,RU,69.4865,88.3972,49.59,77,100,5.41,overcast clouds
67,Albany,US,42.6001,-73.9662,75.45,91,100,6.53,overcast clouds
68,Mataura,NZ,-46.1927,168.8643,43.03,97,100,1.72,overcast clouds
69,Puerto Ayora,EC,-0.7393,-90.3518,82.36,86,86,10.0,overcast clouds
70,Rikitea,PF,-23.1203,-134.9692,71.78,61,100,26.08,overcast clouds
71,Bredasdorp,ZA,-34.5322,20.0403,52.92,76,1,2.3,clear sky
72,Turka,UA,49.1541,23.0297,66.25,96,30,2.71,scattered clouds
73,Melita,CA,49.2681,-100.9967,93.18,32,0,11.18,clear sky
74,Okhotsk,RU,59.3833,143.3,59.13,85,4,4.56,clear sky
75,Sukhobezvodnoye,RU,57.0491,44.8891,67.68,69,5,5.23,clear sky
76,Sur,OM,22.5667,59.5289,87.76,63,13,15.17,few clouds
77,Castro,BR,-24.7911,-50.0119,51.58,48,0,10.96,clear sky
78,Poum,NC,-20.2333,164.0167,72.48,81,18,18.79,few clouds
79,Aklavik,CA,68.2191,-135.0107,59.83,88,90,4.61,light intensity shower rain
80,Dubai,AE,25.2582,55.3047,93.49,59,0,6.91,clear sky
81,Aswan,EG,24.0934,32.907,101.5,18,0,2.3,clear sky
82,Alice Springs,AU,-23.7,133.8833,40.55,75,4,4.61,clear sky
83,Alofi,NU,-19.0595,-169.9187,73.29,94,11,6.91,few clouds
84,Bud,US,39.447,-86.1758,83.43,63,1,10.78,clear sky
85,San Cristobal,VE,7.7669,-72.225,86.18,56,36,8.3,scattered clouds
86,Lourdes,FR,43.1,-0.05,76.48,65,0,3.44,clear sky
87,Taltal,CL,-25.4,-70.4833,62.82,64,88,4.85,overcast clouds
88,Husavik,IS,66.0449,-17.3389,64.31,74,59,5.32,broken clouds
89,Krasnoselkup,RU,65.7,82.4667,45.95,71,1,6.76,clear sky
90,Nizhniy Odes,RU,63.6445,54.856,61.63,54,80,3.91,broken clouds
91,Ustye,RU,59.6304,39.736,65.39,54,8,5.08,clear sky
92,Merauke,ID,-8.4667,140.3333,76.6,90,99,12.68,overcast clouds
93,Bengkulu,ID,-3.8004,102.2655,75.6,91,28,4.07,scattered clouds
94,Farafangana,MG,-22.8167,47.8333,69.22,85,100,7.76,light rain
95,Esperance,AU,-33.8667,121.9,51.64,84,5,14.23,clear sky
96,Tocache,PE,-8.1842,-76.5125,83.52,62,29,1.32,scattered clouds
97,Mirnyy,RU,62.5353,113.9611,56.46,90,100,5.79,overcast clouds
98,Chuy,UY,-33.6971,-53.4616,46.35,89,100,28.34,overcast clouds
99,Atar,MR,20.5169,-13.0499,111.25,12,99,20.71,overcast clouds
100,Lebanon,US,36.2081,-86.2911,85.84,70,75,3.44,broken clouds
101,Lebu,CL,-37.6167,-73.65,53.31,63,0,14.83,clear sky
102,Raudeberg,NO,61.9875,5.1352,55.0,76,85,3.67,overcast clouds
103,Aiken,US,33.5835,-81.5998,88.34,65,1,10.36,light rain
104,Fortuna,US,40.5982,-124.1573,68.94,74,20,3.0,few clouds
105,Alibunar,RS,45.0808,20.9658,73.35,70,100,7.47,heavy intensity rain
106,Turukhansk,RU,65.8167,87.9833,47.01,75,79,3.02,broken clouds
107,Muisne,EC,0.6,-80.0333,84.31,77,70,10.27,broken clouds
108,Pangnirtung,CA,66.1451,-65.7125,46.4,87,90,12.66,light rain
109,Bodden Town,KY,19.2833,-81.25,89.01,73,40,10.36,scattered clouds
110,Tiksi,RU,71.6872,128.8694,41.92,74,100,5.06,overcast clouds
111,Moncton,CA,46.1159,-64.8019,79.29,57,75,5.75,light rain
112,Saint-Louis,SN,16.3333,-15.0,101.84,27,5,12.64,clear sky
113,Victoria,HK,22.2855,114.1577,82.36,95,100,1.01,moderate rain
114,Poltavka,RU,54.3663,71.7632,58.68,72,22,1.5,few clouds
115,Taveta,KE,-3.3963,37.6736,65.79,63,54,9.48,broken clouds
116,Bluff,NZ,-46.6,168.3333,45.39,85,88,4.45,overcast clouds
117,Buala,SB,-8.145,159.5921,79.0,86,87,6.67,light rain
118,Yeppoon,AU,-23.1333,150.7333,44.38,64,2,4.21,clear sky
119,Asau,RO,46.4333,26.4,70.72,95,75,3.06,broken clouds
120,Killarney,IE,52.05,-9.5167,74.46,75,13,0.74,few clouds
121,Prince Rupert,CA,54.3161,-130.3201,60.49,79,75,4.61,light rain
122,Kettering,US,39.6895,-84.1688,82.6,60,1,3.0,clear sky
123,Kurikka,FI,62.6167,22.4167,59.76,62,8,8.16,light rain
124,Kurchum,KZ,48.5722,83.6542,69.8,35,100,5.82,overcast clouds
125,Traverse City,US,44.7631,-85.6206,83.14,44,6,7.63,clear sky
126,Huarmey,PE,-10.0681,-78.1522,69.6,67,19,9.75,few clouds
127,Karaton,ID,-6.3424,106.1045,81.95,85,91,1.54,overcast clouds
128,Portland,US,45.5234,-122.6762,80.46,55,0,3.0,clear sky
129,Orangeburg,US,33.4918,-80.8557,92.77,43,93,6.26,heavy intensity rain
130,Ulaangom,MN,49.9811,92.0667,61.99,52,0,3.0,clear sky
131,Astana,KZ,51.1801,71.446,60.75,72,0,4.47,clear sky
132,Dukat,RU,62.55,155.55,39.7,92,100,6.24,light rain
133,Ponta Do Sol,PT,32.6667,-17.1,78.71,79,1,2.82,clear sky
134,Benalla,AU,-36.55,145.9833,46.15,79,100,2.82,overcast clouds
135,Foz Do Iguacu,BR,-25.5478,-54.5881,58.35,35,0,8.05,clear sky
136,Vegachi,CO,6.7614,-74.7947,85.08,46,29,4.68,scattered clouds
137,Antropovo,RU,58.3988,43.0066,65.25,61,8,3.8,clear sky
138,Faya,SA,18.3851,42.4509,69.91,42,75,4.21,broken clouds
139,Safaga,EG,26.7292,33.9365,96.75,35,6,7.4,clear sky
140,Ahipara,NZ,-35.1667,173.1667,56.26,88,45,14.03,scattered clouds
141,Sioux Lookout,CA,50.1001,-91.917,89.98,39,90,3.44,smoke
142,Lino Lakes,US,45.1602,-93.0888,89.1,45,40,1.99,scattered clouds
143,Chuzhou,CN,32.3219,118.2978,73.85,96,6,8.01,clear sky
144,Klaksvik,FO,62.2266,-6.589,52.72,85,8,3.83,clear sky
145,Kaitangata,NZ,-46.2817,169.8464,50.94,86,96,5.37,overcast clouds
146,Ostrovnoy,RU,68.0531,39.5131,64.54,60,100,24.47,overcast clouds
147,Bathsheba,BB,13.2167,-59.5167,88.41,70,75,19.57,broken clouds
148,Bambous Virieux,MU,-20.3428,57.7575,71.22,73,40,11.5,scattered clouds
149,Atuona,PF,-9.8,-139.0333,77.94,75,7,27.02,clear sky
150,Svetlaya,RU,46.5389,138.3297,67.37,75,75,6.71,broken clouds
151,Mbuguni,TZ,-3.5667,36.95,64.02,62,4,5.23,clear sky
152,Laguna,US,38.421,-121.4238,102.43,32,40,6.91,scattered clouds
153,Ahuimanu,US,21.4447,-157.8378,79.75,83,90,10.36,overcast clouds
154,Maceio,BR,-9.6658,-35.7353,81.84,69,40,9.22,scattered clouds
155,Jinxi,CN,30.4323,116.2922,74.53,90,52,2.35,broken clouds
156,Nikolskoye,RU,59.7035,30.7861,72.79,68,66,6.51,light rain
157,Fairbanks,US,64.8378,-147.7164,67.23,70,90,3.0,overcast clouds
158,Chicama,PE,-7.8447,-79.1469,66.74,59,12,9.82,few clouds
159,Grand Gaube,MU,-20.0064,57.6608,71.38,67,2,5.99,light rain
160,Skender Vakuf,BA,44.4908,17.3775,61.27,98,88,1.03,moderate rain
161,Tuktoyaktuk,CA,69.4541,-133.0374,53.6,87,90,12.66,overcast clouds
162,Pervomayskoye,RU,43.919,46.7102,73.63,73,0,8.16,clear sky
163,Buchanan,LR,5.8808,-10.0467,76.96,83,90,10.76,overcast clouds
164,Sorland,NO,67.667,12.6934,50.07,84,100,16.84,overcast clouds
165,Port Pirie,AU,-33.1833,138.0167,39.29,80,33,4.05,scattered clouds
166,Bethel,US,41.3712,-73.414,85.05,80,75,1.01,broken clouds
167,Betsiamites,CA,48.9413,-68.646,75.29,60,100,6.22,overcast clouds
168,Rio Gallegos,AR,-51.6226,-69.2181,51.85,46,75,26.46,broken clouds
169,Barrow,US,71.2906,-156.7887,50.81,73,89,15.48,overcast clouds
170,Qostanay,KZ,53.1667,63.5833,65.21,63,100,8.25,overcast clouds
171,Shirakawa,JP,37.1223,140.2376,73.4,93,35,1.1,scattered clouds
172,Preobrazheniye,RU,42.9019,133.9064,71.1,77,19,7.96,few clouds
173,Khor,RU,47.8861,134.9464,65.7,91,22,3.69,few clouds
174,Riviere-Au-Renard,CA,48.9957,-64.3971,73.69,69,100,2.17,overcast clouds
175,Butaritari,KI,3.0707,172.7902,82.83,76,100,12.88,moderate rain
176,Upata,VE,8.0086,-62.3989,87.19,61,36,6.58,scattered clouds
177,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,93,90,14.97,overcast clouds
178,Menongue,AO,-14.6585,17.691,58.28,42,48,5.66,scattered clouds
179,Broken Hill,AU,-31.95,141.4333,47.91,71,90,4.61,overcast clouds
180,Arman,RU,59.7,150.1667,52.7,69,24,13.49,few clouds
181,San Patricio,US,28.017,-97.5169,94.01,50,21,11.59,few clouds
182,Cabo San Lucas,MX,22.8909,-109.9124,99.52,70,26,3.0,scattered clouds
183,Leningradskiy,RU,69.3833,178.4167,33.58,100,100,5.77,moderate rain
184,Quatre Cocos,MU,-20.2078,57.7625,71.1,67,4,16.06,clear sky
185,Salmas,IR,38.1973,44.7653,76.19,33,81,3.58,broken clouds
186,Cidreira,BR,-30.1811,-50.2056,53.64,52,3,25.03,clear sky
187,Saldanha,ZA,-33.0117,17.9442,57.25,61,7,6.06,clear sky
188,Humaita,BR,-7.5061,-63.0208,99.25,24,0,5.66,clear sky
189,Camargo,MX,27.6667,-105.1667,90.91,28,0,9.37,clear sky
190,Cockburn Town,TC,21.4612,-71.1419,81.72,82,100,19.82,overcast clouds
191,Adrar,MR,20.5022,-10.0711,105.75,7,26,8.7,scattered clouds
192,Iskitim,RU,54.6366,83.3045,57.25,99,77,3.69,broken clouds
193,Yumen,CN,40.2833,97.2,77.81,29,23,15.26,few clouds
194,Namatanai,PG,-3.6667,152.4333,77.95,86,100,6.29,overcast clouds
195,Port Elizabeth,ZA,-33.918,25.5701,59.09,87,40,3.44,scattered clouds
196,Savonlinna,FI,61.8699,28.88,64.45,88,20,4.61,few clouds
197,Antsohihy,MG,-14.8796,47.9875,71.47,66,0,6.6,clear sky
198,Markova,UA,48.6758,24.4138,78.39,86,54,4.81,light rain
199,Lakatoro,VU,-16.0999,167.4164,76.8,81,6,6.4,clear sky
200,Deputatskiy,RU,69.3,139.9,45.91,59,100,2.13,overcast clouds
201,Cayenne,GF,4.9333,-52.3333,89.64,73,0,5.01,clear sky
202,Coquimbo,CL,-29.9533,-71.3436,56.93,71,20,11.5,few clouds
203,Menzelinsk,RU,55.7271,53.1026,74.44,77,48,4.21,scattered clouds
204,Lagoa,PT,39.05,-27.9833,68.11,75,2,16.89,clear sky
205,Wonthaggi,AU,-38.6044,145.5913,50.2,75,100,13.85,overcast clouds
206,Touros,BR,-5.1989,-35.4608,83.3,68,49,15.99,scattered clouds
207,Cairns,AU,-16.9167,145.7667,71.55,68,90,3.44,overcast clouds
208,Kuching,MY,1.55,110.3333,79.02,94,20,2.3,few clouds
209,Mar Del Plata,AR,-38.0023,-57.5575,52.09,56,75,15.01,broken clouds
210,Baker City,US,44.7749,-117.8344,86.94,43,0,4.0,clear sky
211,Springdale,US,36.1867,-94.1288,85.71,73,75,4.0,broken clouds
212,Uni,RU,57.7535,51.4923,69.42,68,99,1.99,overcast clouds
213,Buin,CL,-33.7333,-70.75,73.72,11,0,2.01,clear sky
214,Kirovskiy,RU,45.0917,133.5136,68.56,87,3,2.75,clear sky
215,Port Shepstone,ZA,-30.7414,30.455,60.31,81,0,9.73,clear sky
216,San Miguel,SV,13.4833,-88.1833,95.4,38,20,6.31,few clouds
217,Tuy Hoa,VN,13.0833,109.3,76.8,90,100,16.04,overcast clouds
218,Bilma,NE,18.6853,12.9164,97.2,21,100,11.45,overcast clouds
219,Aykhal,RU,66.0,111.5,52.7,90,42,18.41,scattered clouds
220,Saint Anthony,US,45.0205,-93.218,88.92,43,40,4.0,scattered clouds
221,Abha,SA,18.2164,42.5053,69.62,46,20,4.61,few clouds
222,Hereford,GB,52.0568,-2.7148,83.93,58,6,3.94,clear sky
223,Norman Wells,CA,65.282,-126.8329,69.84,46,20,6.91,few clouds
224,Antalaha,MG,-14.9003,50.2788,68.5,84,10,7.67,clear sky
225,Qaanaaq,GL,77.484,-69.3632,37.58,91,97,2.98,overcast clouds
226,Maryville,US,35.7565,-83.9705,85.71,75,92,4.0,overcast clouds
227,Benin,BJ,9.5,2.25,77.07,82,89,4.03,overcast clouds
228,Yarada,IN,17.65,83.2667,82.72,94,20,5.75,few clouds
229,Banjar,ID,-8.19,114.9675,78.66,87,63,4.05,broken clouds
230,Codrington,AU,-38.2667,141.9667,46.02,97,100,9.93,light rain
231,Kurilsk,RU,45.2333,147.8833,60.31,97,80,3.67,broken clouds
232,Ilulissat,GL,69.2167,-51.1,50.99,75,100,8.03,overcast clouds
233,Provideniya,RU,64.3833,-173.3,46.96,98,100,4.99,overcast clouds
